,TIMESTAMP,Global_Energy_Tot,Direct_Energy_Tot,Diffuse_Energy_Tot,Water_Energy,Global_Efficiency,DirDiffRatio,DirDiff,fit_Efficiency
0,2020-06-05,3.49,0.835,2.7539999999999996,0.5333333333333333,0.1528175740210124,0.3031953522149601,Between,0.2590942368629525
1,2020-06-06,2.194,0.09699999999999999,2.142,,,0.045284780578898225,Cloudy,0.19788776767889113
2,2020-06-07,6.2139999999999995,2.468,4.104,1.9066666666666665,0.3068340306834031,0.601364522417154,Between,0.3942836300919171
3,2020-06-08,2.782,0.034,2.7760000000000002,0.26666666666666666,0.09585430146177809,0.012247838616714697,Cloudy,0.23264760962419034
4,2020-06-09,4.606,1.0979999999999999,3.6830000000000003,1.1733333333333333,0.2547401939499204,0.2981265272875373,Between,0.322327840596915
5,2020-06-10,2.437,0.062,2.398,0.5599999999999999,0.22979072630283134,0.02585487906588824,Cloudy,0.2115922933504626
6,2020-06-11,2.701,0.317,2.504,0.7466666666666667,0.27644082438602985,0.12659744408945686,Between,0.22659592384344873
7,2020-06-12,6.357,4.12,3.148,2.3066666666666666,0.36285459598343034,1.3087674714104194,Clear,0.3957690299344817
8,2020-06-13,5.882999999999999,3.194,3.261,2.1866666666666665,0.3716924471641453,0.9794541551671266,Between,0.37029745517726376
9,2020-06-14,4.067,1.599,2.8930000000000002,1.0666666666666667,0.26227358413244817,0.5527134462495679,Between,0.2936408716525002
10,2020-06-15,2.787,0.726,2.3409999999999997,0.36000000000000004,0.12917115177610336,0.31012387868432295,Between,0.23125703124554986
11,2020-06-16,3.8310000000000004,0.251,3.6319999999999997,1.04,0.2714695901853302,0.06910792951541851,Cloudy,0.29003538777768156
12,2020-06-17,7.111000000000001,4.909,2.963,,,1.6567667904151198,Clear,0.41230286810639993
13,2020-06-18,4.725,2.522,3.017,,,0.8359297315213788,Between,0.33281766999060924
14,2020-06-19,1.393,0.004,1.401,,,0.0028551034975017845,Cloudy,0.15149314489567556
15,2020-06-20,1.0390000000000001,0.001,1.043,,,0.0009587727708533078,Cloudy,0.1305300141855737
16,2020-06-21,0.674,0.002,0.6759999999999999,,,0.002958579881656805,Cloudy,0.10918095752560265
17,2020-06-22,1.209,0.005,1.215,,,0.004115226337448559,Cloudy,0.14069025987716627
18,2020-06-23,3.1010000000000004,0.133,3.037,,,0.043793216990451106,Cloudy,0.2512821883956302
19,2020-06-24,1.015,0.005,1.02,,,0.004901960784313725,Cloudy,0.12932836225238703
20,2020-06-25,1.42,0.10300000000000001,1.405,,,0.07330960854092528,Cloudy,0.15515332525907305
21,2020-06-26,6.027,3.883,2.988,,,1.2995314591700133,Clear,0.37824213975459947
22,2020-06-27,2.035,0.18600000000000003,1.956,,,0.09509202453987732,Cloudy,0.19013120781303547
23,2020-06-28,4.731,0.9470000000000001,3.862,1.5999999999999999,0.33819488480236737,0.24520973588814088,Between,0.32753026293174226
24,2020-06-29,1.5759999999999998,0.005,1.585,0.44,0.27918781725888325,0.003154574132492114,Cloudy,0.16224873229341408
25,2020-06-30,4.405,1.167,3.676,1.3066666666666666,0.29663261445327277,0.3174646354733406,Between,0.3243085734635869
26,2020-07-01,3.764,1.0959999999999999,2.912,1.0666666666666667,0.2833864682961389,0.3763736263736263,Between,0.27733541071022744
27,2020-07-02,2.174,0.013000000000000001,2.184,0.3466666666666667,0.15946028825513647,0.005952380952380952,Cloudy,0.1974270898013106
28,2020-07-03,2.5540000000000003,0.191,2.4419999999999997,0.45333333333333337,0.17749934742886975,0.07821457821457822,Cloudy,0.21862163931888606
29,2020-07-04,1.03,0.005,1.036,0.16,0.1553398058252427,0.004826254826254826,Cloudy,0.13026062051903559
30,2020-07-05,1.203,0.005,1.207,0.18666666666666668,0.15516763646439458,0.004142502071251036,Cloudy,0.140224130743842
31,2020-07-06,0.731,0.002,0.733,,,0.002728512960436562,Cloudy,0.11250212760053813
32,2020-07-07,3.4939999999999998,0.434,3.247,1.4400000000000002,0.4121350887235261,0.13366184170003081,Between,0.27393789486071907
33,2020-07-08,3.142,0.05,3.125,1.0933333333333333,0.3479736897941863,0.016,Cloudy,0.2535363703659444
34,2020-07-09,3.4389999999999996,0.315,3.176,1.2266666666666668,0.35669283706503835,0.09918136020151133,Cloudy,0.2656815363801277
35,2020-07-10,1.033,0.002,1.035,0.18666666666666668,0.18070345272668606,0.0019323671497584543,Cloudy,0.1300985023835296
36,2020-07-11,3.325,0.172,3.227,1.0933333333333333,0.32882205513784457,0.053300278896808176,Cloudy,0.26370283123200783
37,2020-07-12,6.632999999999999,4.084,3.145,2.8800000000000003,0.4341926729986433,1.2985691573926867,Clear,0.3943480075833995
38,2020-07-13,4.699,1.48,3.727,1.68,0.3575228772079166,0.397102226992219,Between,0.3381153713792176
39,2020-07-14,1.983,0.006,2.0,0.44,0.22188603126575895,0.003,Cloudy,0.1864637984158911
40,2020-07-15,0.611,0.002,0.613,0.013333333333333334,0.02182214948172395,0.0032626427406199023,Cloudy,0.10551019060067397
41,2020-07-16,0.672,0.002,0.675,0.16,0.23809523809523808,0.002962962962962963,Cloudy,0.10912269138393713
42,2020-07-17,2.2840000000000003,0.077,2.252,0.48,0.21015761821366022,0.03419182948490231,Cloudy,0.20360469663649683
43,2020-07-18,2.747,0.052000000000000005,2.727,0.7999999999999999,0.2912267928649436,0.01906857352401907,Cloudy,0.2304156806456219
44,2020-07-19,4.95,1.3840000000000001,3.7910000000000004,2.08,0.4202020202020202,0.3650751780532841,Between,0.338521140642917
45,2020-07-20,1.055,0.003,1.062,0.4266666666666667,0.4044233807266983,0.002824858757062147,Cloudy,0.1317063055397792
46,2020-07-21,5.912000000000001,3.096,2.937,2.8266666666666667,0.4781235904375281,1.0541368743615935,Clear,0.3480267268121754
47,2020-07-22,6.563,4.93,2.191,2.7733333333333334,0.4225709787190818,2.250114103149247,Clear,0.3680483706974904
48,2020-07-23,6.684,4.5760000000000005,3.158,2.5066666666666664,0.37502493516856167,1.449018366054465,Clear,0.4121371944148876
49,2020-07-24,1.376,0.015,1.3730000000000002,0.05333333333333334,0.03875968992248063,0.010924981791697012,Cloudy,0.1502424835731223
50,2020-07-25,1.979,0.009000000000000001,1.9869999999999999,0.13333333333333333,0.067374094660603,0.004529441368897837,Cloudy,0.18581019056807963
51,2020-07-26,2.855,0.74,2.481,0.45333333333333337,0.1587857559836544,0.29826682789197906,Between,0.2398989337166469
52,2020-07-27,4.527,0.937,3.843,1.5733333333333333,0.34754436344893597,0.2438199323445225,Between,0.32607703292729556
53,2020-07-28,4.987,1.805,3.491,1.8666666666666665,0.3743065303121449,0.5170438269836722,Between,0.33561519461220174
54,2020-07-29,5.092,2.292,2.9810000000000003,2.1866666666666665,0.4294317884262896,0.7688695068768868,Between,0.32275810269621447
55,2020-07-30,5.994,3.415,2.9419999999999997,2.3733333333333335,0.3959515070626182,1.160774983004759,Clear,0.3593609861988724
56,2020-07-31,4.441,1.274,3.557,1.28,0.2882233731141635,0.35816699465842,Between,0.32107895705236483
57,2020-08-01,7.622000000000001,8.31,1.103,2.8800000000000003,0.3778535817370769,7.533998186763373,Clear,0.4216613882923119
58,2020-08-02,7.539,8.22,1.1909999999999998,2.72,0.3607905557766282,6.901763224181361,Clear,0.4236732489436651
59,2020-08-03,7.547999999999999,8.25,1.033,2.8533333333333335,0.3780250839074369,7.986447241045499,Clear,0.4155057184989152
60,2020-08-04,3.3289999999999997,0.5660000000000001,2.8569999999999998,,,0.1981099054952748,Between,0.25578358734014095
61,2020-08-05,6.068,3.23,3.545,1.6266666666666667,0.2680729509997803,0.9111424541607899,Between,0.3880912633363611
62,2020-08-06,3.784,0.47200000000000003,3.373,0.37333333333333335,0.09866102889358705,0.13993477616365255,Between,0.28259488729922233
63,2020-08-07,3.085,0.226,2.89,0.5066666666666667,0.16423554835224205,0.0782006920415225,Cloudy,0.24593647737985103
64,2020-08-08,3.112,0.20600000000000002,2.975,0.10666666666666667,0.03427592116538132,0.0692436974789916,Cloudy,0.2501967527958184
65,2020-08-09,3.763,0.33299999999999996,3.58,0.02666666666666667,0.007086544423775357,0.0930167597765363,Cloudy,0.2898441695760465
66,2020-08-10,4.571000000000001,1.3019999999999998,3.347,1.5733333333333333,0.3441989353168526,0.3890050791753809,Between,0.30981235257844686
67,2020-08-11,6.186,3.818,2.8310000000000004,2.3466666666666667,0.3793512231921543,1.3486400565171315,Clear,0.3668442289799005
